text,bbox
choice,"[[192.  25.]
 [322.  25.]
 [322.  55.]
 [192.  55.]]"
your,"[[ 89.  26.]
 [185.  26.]
 [185.  56.]
 [ 89.  56.]]"
ssotchusr,"[[147.  66.]
 [343.  66.]
 [343.  99.]
 [147.  99.]]"
teaoo,"[[ 60.  72.]
 [135.  72.]
 [135.  96.]
 [ 60.  96.]]"
14900,"[[ 91.157196 114.71785 ]
 [291.37766  117.087326]
 [290.61673  181.386   ]
 [ 90.39626  179.01653 ]]"
milamed,"[[ 24. 204.]
 [155. 204.]
 [155. 225.]
 [ 24. 225.]]"
mis,"[[168. 204.]
 [227. 204.]
 [227. 224.]
 [168. 224.]]"
connact,"[[232.09811 204.68405]
 [337.3165  207.07538]
 [336.81522 229.13217]
 [231.59683 226.74084]]"
dilv,"[[340. 205.]
 [402. 205.]
 [402. 225.]
 [340. 225.]]"
c,"[[102. 226.]
 [120. 226.]
 [120. 248.]
 [102. 248.]]"
diver,"[[212. 226.]
 [287. 226.]
 [287. 248.]
 [212. 248.]]"
combo,"[[290. 226.]
 [374. 226.]
 [374. 248.]
 [290. 248.]]"
dnver,"[[ 25.194778 226.2342  ]
 [100.6137   230.13518 ]
 [ 99.54907  250.71803 ]
 [ 24.130148 246.81706 ]]"
impact,"[[123.04396  226.83395 ]
 [209.24956  228.03125 ]
 [208.86595  255.65091 ]
 [122.660355 254.45361 ]]"
kit,"[[ 24. 251.]
 [ 65. 251.]
 [ 65. 274.]
 [ 24. 274.]]"
drilidivey,"[[ 71. 251.]
 [207. 251.]
 [207. 273.]
 [ 71. 273.]]"
kit,"[[208. 251.]
 [249. 251.]
 [249. 274.]
 [208. 274.]]"
impact,"[[279.07135 251.86215]
 [365.2353  253.05887]
 [364.89294 277.70688]
 [278.729   276.51016]]"
or,"[[249. 255.]
 [276. 255.]
 [276. 273.]
 [249. 273.]]"
kit,"[[102.30191 274.45206]
 [140.64056 275.98563]
 [139.78433 297.3914 ]
 [101.44568 295.85782]]"
diver,"[[ 25.08937  275.71017 ]
 [100.306725 277.2772  ]
 [ 99.865074 298.47635 ]
 [ 24.64772  296.90933 ]]"
