text,bbox
choice,"[[165.  28.]
 [296.  28.]
 [296.  58.]
 [165.  58.]]"
your,"[[ 63.  29.]
 [160.  29.]
 [160.  59.]
 [ 63.  59.]]"
sale,"[[136.  71.]
 [209.  71.]
 [209.  94.]
 [136.  94.]]"
s1499,"[[ 87.19389  107.68808 ]
 [240.45511  110.101654]
 [239.49794  170.88187 ]
 [ 86.23672  168.46829 ]]"
cach,"[[187.99998 151.99998]
 [233.99998 151.99998]
 [233.99998 169.99998]
 [187.99998 169.99998]]"
mawaakee,"[[ 65.120605 188.5589  ]
 [195.26547  190.41809 ]
 [194.94614  212.77066 ]
 [ 64.80127  210.91147 ]]"
blada,"[[264. 189.]
 [332. 189.]
 [332. 213.]
 [264. 213.]]"
set,"[[333. 189.]
 [375. 189.]
 [375. 211.]
 [333. 211.]]"
sa,"[[209. 190.]
 [259. 190.]
 [259. 211.]
 [209. 211.]]"
blsets,"[[ 95. 211.]
 [186. 211.]
 [186. 233.]
 [ 95. 233.]]"
ox,"[[ 64. 216.]
 [ 91. 216.]
 [ 91. 233.]
 [ 64. 233.]]"
vudus,"[[115. 238.]
 [200. 238.]
 [200. 256.]
 [115. 256.]]"
ar,"[[ 64. 240.]
 [111. 240.]
 [111. 257.]
 [ 64. 257.]]"
iod,"[[ 64. 260.]
 [121. 260.]
 [121. 277.]
 [ 64. 277.]]"
dod,"[[125. 260.]
 [220. 260.]
 [220. 277.]
 [125. 277.]]"
